,club_name,season,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_contract_valid_until,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
404,SSC Neapel,2018-2019,82.06,85.31,26750000.0,81250.0,26.12,181.5,74.69,2021.44,2.38,76.0,63.07,71.27,77.33,65.67,69.47,68.0,59.4,64.0,77.4,57.27,76.8,65.53,57.0,70.33,79.6,75.67,76.13,74.73,80.13,70.67,71.53,64.27,77.8,66.73,64.73,66.87,64.4,66.8,69.67,56.93,76.93,68.0,65.27,63.6,77,71,66,75,78,45.0
405,SSC Neapel,2019-2020,82.25,84.5,27750000.0,85187.5,26.88,179.62,73.81,2021.69,2.31,78.0,61.47,70.13,78.33,63.6,68.07,67.13,58.13,63.07,76.27,56.2,77.67,64.73,56.4,69.13,80.07,78.87,77.2,76.73,80.53,74.47,68.93,64.33,77.87,63.87,62.4,67.2,62.93,67.53,67.47,56.4,77.73,64.6,63.6,62.27,79,74,70,77,82,45.0
406,SSC Neapel,2020-2021,80.88,83.5,32031250.0,77125.0,26.69,178.88,72.81,2023.0,2.12,76.87,63.0,70.67,77.93,61.4,67.4,67.73,59.53,62.27,76.0,56.93,77.2,65.87,58.2,70.53,79.73,77.4,76.27,78.0,78.73,73.8,70.87,68.33,77.33,61.73,63.27,68.33,61.47,68.33,68.07,61.13,76.67,62.6,60.53,57.6,79,74,70,77,82,45.0
407,SSC Neapel,2021-2022,80.69,82.56,28812500.0,72625.0,27.38,179.31,73.81,2023.69,2.31,77.67,62.27,70.27,77.53,63.47,69.07,64.8,58.87,62.87,76.4,55.53,77.07,65.33,55.93,70.93,78.87,77.93,77.33,77.6,77.8,74.93,69.27,70.93,78.0,64.33,64.07,69.13,63.33,66.87,68.6,59.33,76.07,64.87,63.67,59.8,80,74,70,78,82,44.0
408,Sampdoria Genua,2017-2018,75.38,78.69,7731250.0,32500.0,26.25,182.06,77.69,2019.94,1.69,72.73,62.6,68.0,72.93,53.67,68.93,64.67,58.33,58.2,72.73,60.8,71.67,65.47,62.2,66.6,75.0,74.0,71.53,73.47,72.93,71.33,70.07,65.47,72.67,69.0,64.8,64.6,54.67,68.13,66.0,58.4,72.27,49.27,55.6,53.47,81,84,79,78,83,32.0
409,Sampdoria Genua,2018-2019,75.31,78.44,7593750.0,29375.0,26.12,182.12,76.31,2020.62,1.69,73.53,59.67,66.67,72.13,57.93,68.53,65.53,55.6,61.87,71.73,55.73,70.67,63.67,54.93,66.87,74.0,73.53,73.8,73.53,72.4,70.53,68.6,65.13,71.2,68.07,60.73,66.33,55.93,63.07,62.27,56.27,71.6,59.47,57.27,54.33,75,73,71,73,74,54.0
410,Sampdoria Genua,2019-2020,75.06,80.31,7693750.0,27125.0,25.0,181.94,76.56,2022.0,1.5,69.67,57.87,66.27,70.87,57.93,67.6,62.87,54.67,62.6,72.2,55.47,69.73,62.2,53.13,66.0,73.13,69.47,69.73,71.27,71.47,67.53,66.13,65.07,69.53,67.27,56.27,67.27,55.2,61.4,63.6,56.6,71.33,57.73,58.67,55.87,80,73,73,74,80,52.0
411,Sampdoria Genua,2020-2021,73.56,77.56,5868750.0,14625.0,26.38,183.75,76.81,2022.5,1.38,66.87,60.6,64.93,70.07,57.93,67.2,60.8,58.07,66.0,70.33,56.6,68.8,61.87,55.0,64.93,72.53,66.6,66.93,68.93,72.13,67.67,67.2,66.73,67.4,66.67,60.6,68.0,55.8,62.93,62.53,58.2,70.93,56.53,58.6,55.4,80,73,73,74,80,52.0
412,Sampdoria Genua,2021-2022,75.12,77.94,7325000.0,19187.5,27.5,182.62,75.38,2023.56,1.62,69.87,64.53,69.07,73.8,57.13,68.33,66.4,62.0,63.8,73.13,60.73,73.0,66.67,61.0,68.73,76.2,69.8,69.93,71.87,73.2,70.2,70.0,64.4,73.0,66.47,64.73,67.67,55.4,67.93,67.4,63.0,72.2,56.67,57.6,53.2,80,73,73,76,82,53.0
413,Sheffield United,2019-2020,73.44,76.44,5287500.0,30187.5,26.44,181.25,76.19,2021.5,1.06,69.2,61.07,63.93,69.07,55.33,68.07,60.87,59.93,61.87,68.67,57.0,68.07,58.93,53.87,62.87,69.67,69.27,69.0,70.47,69.73,69.53,66.73,64.8,71.93,67.93,60.07,64.47,53.2,61.07,63.27,56.67,66.53,56.67,54.6,50.67,75,71,72,73,76,49.0
414,Sheffield United,2020-2021,75.81,79.25,10606250.0,30562.5,25.88,182.62,76.38,2022.81,1.0,69.53,56.87,66.47,71.07,64.53,72.67,63.87,54.0,64.47,72.33,52.27,70.47,59.6,47.53,66.27,73.07,68.6,70.33,67.8,75.13,66.13,65.93,69.27,77.4,71.47,55.2,69.87,65.07,62.93,65.0,51.27,68.87,64.6,65.2,60.53,76,73,69,73,77,49.0
415,SpVgg Greuther Fürth,2021-2022,70.81,75.56,2843750.0,16437.5,24.62,184.25,79.25,2022.75,1.06,68.73,56.2,61.4,68.27,53.33,70.13,59.27,55.53,64.2,68.07,50.07,67.47,55.47,42.53,59.13,70.0,69.33,68.13,68.13,67.73,67.93,62.93,69.53,72.93,72.2,53.4,61.6,50.6,58.27,58.73,50.87,64.87,52.0,54.07,50.67,72,70,68,73,73,46.0
416,Spezia Calcio,2020-2021,68.31,73.62,2087500.0,7062.5,24.56,183.69,75.38,2022.44,1.06,67.2,48.93,58.27,63.27,61.47,66.2,56.47,43.93,58.67,64.27,46.13,60.87,54.07,44.53,58.73,65.47,66.47,67.8,66.27,65.07,67.6,57.93,63.53,68.67,65.33,49.87,66.0,61.2,53.0,53.93,49.27,61.93,61.0,63.13,60.33,76,74,76,76,78,50.0
417,Spezia Calcio,2021-2022,70.44,76.06,3118750.0,16562.5,23.06,183.0,77.0,2023.19,1.0,72.8,57.8,59.33,67.13,50.27,64.53,54.73,55.87,62.27,67.13,50.6,66.07,54.33,45.87,58.6,69.47,73.07,72.73,66.93,66.27,67.13,64.13,67.4,67.07,65.93,56.13,57.53,47.87,61.47,55.73,58.67,64.07,49.47,49.07,48.6,75,73,66,72,75,42.0
418,Stade Brest,2019-2020,71.62,75.31,3225000.0,12750.0,26.31,178.19,71.38,2021.06,1.12,68.73,57.4,65.13,68.53,57.13,68.8,61.07,53.93,59.4,70.6,50.33,66.67,61.33,53.87,63.73,69.87,68.93,68.6,71.13,67.33,71.87,65.4,69.53,74.8,66.33,57.67,66.93,58.13,60.53,64.6,58.2,65.27,54.67,58.2,55.8,74,75,66,68,76,50.0
419,Stade Brest,2020-2021,72.0,76.0,3850000.0,12562.5,25.31,180.94,72.62,2022.62,1.06,65.47,57.47,63.53,68.8,57.93,68.73,59.13,53.73,64.4,69.2,52.27,68.13,58.4,50.27,63.27,70.8,65.47,65.4,66.27,68.87,69.13,65.2,72.53,73.4,66.87,58.53,65.87,55.67,61.0,62.8,59.33,66.53,57.2,58.67,55.33,79,78,72,74,78,52.0
420,Stade Brest,2021-2022,72.62,76.75,4800000.0,13562.5,24.56,182.56,74.62,2023.56,1.25,66.93,54.13,62.47,67.6,58.8,70.8,57.33,50.47,66.53,69.47,49.67,67.13,55.87,47.73,62.13,70.0,67.07,66.93,65.13,67.67,65.47,63.87,75.47,72.2,71.67,51.93,65.07,57.2,59.33,60.0,56.67,67.13,57.33,59.27,56.13,80,74,69,75,77,46.0
421,Stade Reims,2018-2019,70.81,73.62,2600000.0,10937.5,26.56,181.0,74.81,2020.25,1.19,69.8,56.53,61.73,65.2,51.27,68.27,61.27,54.27,61.73,67.13,51.47,61.8,54.53,49.8,58.6,68.87,69.8,69.8,68.67,66.67,70.27,64.07,67.0,71.47,69.67,54.27,61.27,51.67,60.53,59.33,56.0,66.0,47.47,52.0,48.07,71,68,61,71,73,28.0
422,Stade Reims,2019-2020,72.62,77.31,4800000.0,18875.0,25.19,179.06,74.44,2021.75,1.12,69.67,61.2,64.27,71.73,52.33,68.27,60.67,58.87,59.13,69.27,56.93,71.4,62.73,53.93,62.07,71.93,70.13,69.47,72.47,69.07,72.73,68.8,64.67,74.2,67.33,60.07,63.87,51.4,64.4,63.2,57.27,67.93,52.6,51.87,48.33,74,72,71,72,74,23.0
423,Stade Reims,2020-2021,73.56,78.5,6850000.0,18437.5,24.69,179.69,73.81,2022.88,1.06,70.67,57.2,63.93,71.0,55.4,69.8,59.2,53.53,57.2,69.8,50.53,70.53,58.67,48.8,63.87,72.13,71.6,70.13,70.4,69.6,71.33,67.73,69.27,76.4,68.27,56.13,65.4,54.8,60.13,62.47,55.27,67.07,55.87,55.0,53.33,78,77,74,79,81,23.0
424,Stade Reims,2021-2022,73.38,78.19,5587500.0,19250.0,24.31,178.75,73.75,2023.31,1.19,70.27,56.27,63.4,70.53,55.4,68.27,57.2,52.53,56.33,70.07,52.33,70.07,61.2,49.93,63.93,71.73,72.6,68.4,71.13,68.8,71.53,66.8,66.2,74.4,66.73,55.33,64.53,54.87,59.0,61.4,54.13,67.8,55.53,55.53,54.27,77,76,74,79,81,25.0
425,Stade Rennes,2017-2018,74.25,77.75,6131250.0,21562.5,25.44,180.69,73.5,2019.69,1.44,72.27,58.73,66.47,71.0,61.53,70.13,64.6,55.47,62.73,72.0,53.13,70.27,61.93,52.0,64.4,72.67,71.27,72.87,70.67,70.33,70.27,65.6,67.8,71.2,70.27,60.33,69.13,64.4,60.33,64.87,57.0,70.53,58.27,63.07,59.07,70,65,65,72,68,41.0
426,Stade Rennes,2018-2019,74.88,78.0,6925000.0,23750.0,26.0,183.0,75.62,2020.44,1.44,68.33,59.2,66.87,69.47,63.27,72.4,63.87,56.67,66.73,73.2,55.67,68.07,61.27,51.2,66.93,72.73,67.4,69.07,67.93,71.0,66.4,64.13,67.8,73.53,72.73,61.13,71.47,65.0,60.47,64.27,56.73,71.73,60.13,64.73,61.67,78,76,71,77,79,25.0
427,Stade Rennes,2019-2020,74.62,77.88,6556250.0,31500.0,26.06,181.62,76.0,2021.38,1.25,69.73,62.73,66.8,71.0,56.07,69.6,63.67,59.67,63.53,72.33,57.4,70.0,65.07,56.13,65.33,73.87,69.27,70.27,69.6,70.33,68.6,71.33,67.6,71.93,69.6,62.93,67.0,56.6,64.8,64.0,59.27,69.93,53.0,56.73,54.07,77,73,70,76,78,34.0
428,Stade Rennes,2020-2021,76.44,79.88,12587500.0,37375.0,25.12,181.81,75.06,2022.81,1.19,71.13,64.73,69.93,74.0,57.4,72.0,67.13,62.2,65.33,74.67,58.27,73.53,69.8,57.53,67.73,76.67,70.27,71.87,70.13,74.2,69.13,71.93,71.73,74.87,71.6,64.4,69.87,56.4,68.93,68.73,60.93,74.0,55.13,58.2,56.13,80,77,75,79,79,34.0
429,Stade Rennes,2021-2022,76.38,80.75,13000000.0,37625.0,24.44,181.06,73.38,2024.56,1.75,75.27,63.4,69.0,74.67,52.73,70.87,65.8,62.33,61.0,73.93,55.87,74.53,64.87,55.93,67.27,76.07,75.53,74.93,74.27,72.4,71.47,69.6,74.0,78.2,68.6,61.8,66.13,51.6,67.93,69.87,58.0,72.47,52.47,52.67,48.07,76,76,70,75,76,42.0
430,Stoke City,2017-2018,77.44,80.31,11268750.0,63750.0,26.31,183.88,80.5,2020.31,2.0,68.07,60.33,66.33,70.33,58.2,72.13,63.33,58.87,65.07,72.87,54.8,68.67,58.67,54.27,65.53,73.33,68.13,68.07,68.4,73.4,66.93,66.2,70.27,71.47,73.8,57.6,69.33,60.8,63.8,64.2,61.93,73.4,54.07,58.93,55.0,81,83,72,78,85,41.0
431,Swansea City,2017-2018,76.31,79.0,8718750.0,60625.0,26.62,180.75,78.31,2019.31,1.88,72.13,63.47,65.53,71.4,54.8,71.2,58.73,63.2,61.33,74.07,56.2,69.8,57.0,49.93,63.27,73.87,71.47,72.67,71.67,71.6,70.0,69.33,71.0,75.27,71.4,60.0,65.4,54.33,65.6,64.93,59.87,71.2,51.2,56.4,54.27,77,84,70,78,84,48.0
432,TSG 1899 Hoffenheim,2017-2018,77.81,80.69,12343750.0,36875.0,25.19,185.12,80.0,2020.12,1.81,68.87,64.0,67.13,72.27,57.2,72.53,64.07,60.2,66.8,72.47,60.2,71.73,59.73,58.73,64.93,74.93,68.13,69.33,68.2,76.6,65.93,73.6,64.47,72.93,74.2,63.8,69.67,57.47,66.53,66.0,61.2,71.67,52.87,59.8,52.07,82,82,64,81,84,49.0
433,TSG 1899 Hoffenheim,2018-2019,78.12,80.56,12937500.0,33750.0,25.5,184.25,78.56,2021.06,1.69,70.73,62.47,69.73,75.33,60.2,71.33,69.2,59.33,62.87,74.67,59.33,75.87,64.33,60.27,66.2,76.93,70.4,70.8,70.2,75.93,66.67,72.4,62.87,73.8,72.07,59.13,68.4,59.8,68.13,68.2,61.07,73.13,60.47,60.8,53.87,82,82,70,82,85,49.0
434,TSG 1899 Hoffenheim,2019-2020,78.31,80.31,12687500.0,36250.0,26.31,183.88,77.88,2022.06,1.62,72.2,60.93,68.67,73.0,61.4,71.8,66.67,56.73,64.73,73.8,57.8,72.73,62.47,59.07,66.47,75.07,71.2,73.13,69.87,76.33,67.4,71.53,63.07,73.73,72.33,59.87,69.67,61.47,64.8,67.0,60.6,73.4,61.6,61.53,57.07,82,80,70,79,84,49.0
435,TSG 1899 Hoffenheim,2020-2021,76.81,80.0,12656250.0,32000.0,25.94,184.31,78.19,2022.81,1.56,69.73,58.33,66.93,71.07,58.8,70.07,61.73,54.73,66.13,74.2,56.67,70.0,58.47,54.53,64.87,73.53,70.73,68.87,68.87,75.67,67.73,67.87,66.6,70.93,70.4,56.47,68.07,57.13,64.0,66.07,57.2,73.33,57.0,60.13,54.47,81,80,79,79,82,49.0
436,TSG 1899 Hoffenheim,2021-2022,76.44,79.06,11412500.0,31375.0,26.25,183.25,77.62,2023.38,1.81,74.4,60.73,68.93,72.73,60.2,68.47,65.6,57.47,63.13,75.27,57.33,71.33,61.13,55.27,68.53,74.53,74.47,74.0,71.8,75.73,70.33,69.47,66.13,72.87,68.2,60.13,63.93,60.13,65.53,66.53,57.4,73.87,58.87,61.0,57.73,81,80,79,79,82,49.0
437,Tottenham Hotspur,2017-2018,82.75,85.94,29843750.0,110000.0,25.06,183.56,81.56,2020.75,2.56,75.47,68.8,72.8,75.67,65.73,77.2,70.07,65.07,71.13,77.93,60.07,75.53,65.73,60.4,71.67,77.53,74.73,76.27,72.0,80.53,66.73,78.8,72.73,81.27,76.53,69.93,74.93,64.87,69.13,72.0,65.53,78.6,63.27,67.2,63.6,88,86,68,82,90,64.0
438,Tottenham Hotspur,2018-2019,83.69,85.81,33750000.0,120625.0,26.19,183.81,79.44,2021.56,2.62,73.07,68.67,75.13,77.2,68.8,76.07,72.07,64.67,72.0,80.0,60.6,77.07,68.73,63.27,75.07,79.93,72.27,73.8,71.47,82.2,67.53,78.0,73.53,80.13,73.8,70.07,77.27,68.6,70.67,73.73,66.33,80.13,68.73,69.2,64.93,88,84,68,83,92,63.0
439,Tottenham Hotspur,2019-2020,83.69,86.19,35312500.0,122562.5,26.19,183.81,79.75,2022.31,2.38,73.67,70.0,76.47,78.67,67.13,75.53,71.07,67.0,68.47,81.27,62.2,78.73,71.27,66.47,77.33,81.4,72.6,74.47,72.6,83.07,68.87,78.73,71.0,80.93,73.33,71.13,76.47,67.87,71.0,75.8,65.27,82.33,67.27,67.67,63.0,89,82,68,84,91,63.0
440,Tottenham Hotspur,2020-2021,82.75,85.38,44593750.0,114750.0,26.06,182.38,78.25,2023.81,2.25,76.07,69.73,75.73,79.4,65.67,74.6,71.8,67.27,69.53,80.4,61.6,79.27,71.73,63.13,74.87,81.73,75.13,76.67,75.0,81.73,73.53,77.8,70.73,79.33,72.67,70.6,74.6,65.67,72.67,75.27,62.0,80.67,66.07,65.07,62.27,89,82,68,84,90,63.0
441,Tottenham Hotspur,2021-2022,81.44,84.5,40281250.0,98437.5,25.0,182.75,78.31,2024.31,2.12,75.2,68.8,73.07,77.6,63.6,72.87,70.2,67.07,68.27,78.4,60.8,77.27,69.93,60.07,72.2,79.53,74.4,75.67,74.0,80.53,72.27,76.73,70.33,75.8,71.47,68.07,73.6,62.47,69.93,71.8,60.73,79.4,63.27,63.33,61.13,82,81,76,83,82,47.0
442,UD Las Palmas,2017-2018,76.69,78.88,10143750.0,21562.5,26.5,179.81,74.19,2019.38,1.25,70.27,62.6,68.8,72.8,54.6,69.53,65.47,61.4,61.2,75.53,54.6,71.8,63.4,54.4,68.0,74.53,69.47,70.6,74.07,73.0,69.67,66.8,71.53,72.6,69.27,62.4,65.47,58.33,67.6,65.53,57.67,70.07,49.87,54.53,53.27,73,76,59,74,72,51.0
443,UD Levante,2017-2018,74.5,79.0,6900000.0,20937.5,24.81,180.5,73.0,2019.44,1.06,75.67,65.8,64.47,71.47,50.87,69.4,63.93,64.67,62.2,70.6,60.73,70.27,63.53,53.27,59.87,73.27,75.87,75.4,73.4,70.53,70.33,72.6,70.8,73.6,69.67,64.6,62.8,49.27,64.4,61.0,60.33,67.93,45.53,53.2,50.6,75,76,60,75,73,42.0
444,UD Levante,2018-2019,76.19,79.12,9043750.0,21250.0,25.88,180.19,73.44,2020.88,1.12,74.73,64.73,66.53,72.87,60.73,70.33,64.07,63.07,64.73,72.4,59.07,71.53,60.67,55.6,65.27,75.0,75.8,73.87,73.4,72.6,72.2,71.6,74.53,73.33,70.4,64.47,65.67,58.67,63.33,64.07,62.13,70.67,62.47,60.53,56.27,77,73,69,78,73,44.0
445,UD Levante,2019-2020,76.81,79.44,9968750.0,29437.5,26.88,180.31,73.44,2022.06,1.31,71.87,68.2,69.4,74.0,61.2,69.27,66.2,66.87,65.27,74.73,63.93,73.27,68.27,61.4,67.27,76.33,72.2,71.67,71.67,74.53,71.2,73.07,68.87,72.87,68.47,67.47,66.33,60.73,68.6,67.2,67.07,75.0,63.27,59.53,56.47,76,74,67,75,79,55.0
446,UD Levante,2020-2021,76.81,78.0,11000000.0,24375.0,28.12,180.69,73.44,2022.25,1.19,71.07,65.0,69.8,73.33,65.0,70.47,65.73,64.13,63.27,74.8,59.93,72.6,65.33,57.8,69.93,75.73,70.73,71.33,69.87,73.47,71.27,68.67,66.47,74.13,70.4,64.4,66.2,65.33,67.0,69.2,62.53,75.4,65.87,65.07,62.8,84,78,74,81,86,55.0
447,UD Levante,2021-2022,76.75,79.12,12281250.0,27625.0,27.12,180.56,72.75,2023.0,1.25,72.2,67.27,70.0,74.93,60.93,69.8,65.13,66.47,61.47,75.13,61.67,74.87,67.53,58.4,70.0,76.8,72.27,72.0,70.93,74.13,71.6,70.8,66.73,75.93,68.53,67.27,66.2,61.27,69.6,70.07,63.47,75.27,62.0,60.6,57.6,82,78,67,81,83,56.0
448,US Lecce,2019-2020,71.06,72.25,2418750.0,12812.5,28.19,184.0,77.31,2021.19,1.19,67.33,56.47,60.4,65.47,57.0,69.87,56.93,54.27,64.33,66.6,48.67,64.27,56.53,50.67,59.53,67.73,67.8,67.0,66.2,68.8,61.6,63.53,73.0,70.87,70.2,55.8,66.13,55.93,59.8,56.67,55.0,65.93,56.4,56.8,54.13,77,73,68,73,79,36.0
449,US Salernitana,2021-2022,70.0,73.75,2300000.0,18750.0,27.06,183.12,77.19,2022.56,1.19,66.4,55.67,59.2,66.33,57.53,66.67,55.47,52.93,63.6,66.4,51.4,65.07,52.33,50.2,59.87,68.0,65.4,67.27,65.87,67.53,68.4,65.13,62.6,62.93,69.33,53.33,65.67,57.6,57.87,54.07,53.4,66.53,55.67,57.73,56.13,73,72,65,71,74,49.0
450,US Sassuolo Calcio,2017-2018,75.94,78.88,8575000.0,46250.0,26.06,183.44,76.88,2020.0,1.56,71.13,59.67,65.07,69.53,56.87,69.93,60.0,53.33,63.6,71.4,56.53,68.53,63.4,52.8,66.6,73.2,70.47,71.53,66.33,72.4,63.0,70.33,67.0,71.8,70.07,64.13,67.67,58.27,60.47,61.27,57.73,72.07,52.33,58.67,55.67,82,83,72,81,84,40.0
451,US Sassuolo Calcio,2018-2019,75.19,80.56,8387500.0,37500.0,23.81,181.94,77.31,2020.94,1.38,70.4,60.93,65.67,72.47,55.8,68.47,61.73,56.53,61.93,71.4,57.2,71.47,61.33,58.27,66.4,75.67,71.2,69.67,70.87,70.07,67.6,70.13,67.33,67.0,70.4,61.93,65.47,54.0,63.0,61.73,58.87,69.6,56.73,54.67,53.6,82,83,72,82,83,40.0
452,US Sassuolo Calcio,2019-2020,74.12,79.19,6762500.0,34125.0,24.56,181.75,76.12,2022.06,1.31,66.8,58.93,63.53,70.47,56.07,66.13,58.6,54.87,64.8,70.07,55.07,69.4,56.93,52.47,66.73,73.4,67.47,66.13,68.87,69.67,63.87,68.33,69.47,63.6,67.07,60.67,65.47,53.73,59.67,58.87,56.13,67.4,56.6,54.73,53.87,81,82,72,80,83,40.0
453,US Sassuolo Calcio,2020-2021,74.88,79.38,9006250.0,26000.0,25.62,182.06,74.75,2022.5,1.38,71.27,60.0,66.27,72.4,59.2,64.87,63.0,55.2,64.93,71.87,57.6,71.6,60.2,54.8,67.8,74.67,72.0,70.67,72.6,71.47,68.6,69.53,68.73,64.07,64.87,62.33,65.0,57.27,58.8,63.47,56.93,69.53,60.73,57.6,56.87,81,82,72,80,83,40.0
454,US Sassuolo Calcio,2021-2022,74.69,80.62,9037500.0,24562.5,24.81,180.81,73.88,2023.19,1.38,73.6,66.0,69.33,75.53,53.47,64.4,64.13,63.07,62.87,74.4,61.6,75.8,66.93,64.0,67.07,76.73,75.2,72.33,76.8,71.2,73.0,72.2,69.13,68.4,62.27,68.2,63.33,50.73,67.33,69.33,60.6,70.8,54.8,51.67,50.87,81,82,72,80,83,42.0
455,Udinese Calcio,2017-2018,74.62,80.06,6775000.0,21250.0,24.75,185.5,77.62,2020.5,1.5,69.13,62.0,63.33,68.93,56.13,70.87,60.47,57.4,66.8,69.13,54.6,68.07,59.6,53.6,61.73,72.27,68.27,69.87,65.67,71.4,60.27,73.67,67.53,71.33,73.13,62.6,65.27,54.93,62.87,60.67,59.6,70.67,52.67,57.2,53.73,74,73,63,70,84,50.0
456,Udinese Calcio,2018-2019,74.56,79.94,7937500.0,20625.0,24.19,184.06,80.25,2021.38,1.25,72.13,61.33,62.6,69.67,54.6,72.6,60.6,58.6,66.13,68.4,55.13,69.27,55.47,46.2,62.8,71.33,70.73,73.4,68.4,71.0,64.33,70.73,68.53,73.8,75.13,60.07,65.4,53.27,62.8,60.27,56.73,70.13,51.27,55.0,53.13,74,72,70,75,77,44.0
457,Udinese Calcio,2019-2020,75.56,79.75,8531250.0,16000.0,25.81,185.94,80.38,2022.5,1.25,68.4,59.33,61.93,67.73,57.93,72.87,56.07,55.53,66.87,69.6,53.6,67.0,53.67,48.33,63.4,70.67,67.47,69.13,63.6,71.07,63.87,69.0,67.93,71.53,76.4,60.47,67.27,56.8,58.73,58.67,57.0,70.53,56.07,57.8,55.33,80,77,74,79,81,44.0
458,Udinese Calcio,2020-2021,73.69,76.31,5643750.0,14000.0,26.69,184.81,79.56,2022.56,1.19,67.13,59.13,63.8,68.07,59.2,71.73,59.67,56.8,66.6,71.2,54.07,67.07,56.27,50.0,62.53,71.47,65.87,68.13,62.67,70.8,64.07,67.47,66.8,70.2,73.6,58.27,70.53,58.4,60.87,61.2,56.2,70.4,59.4,58.53,55.53,82,77,74,80,84,44.0
459,Udinese Calcio,2021-2022,74.0,77.88,7168750.0,16125.0,25.88,183.88,78.56,2023.5,1.19,67.87,57.13,63.53,67.6,59.53,69.47,59.13,53.53,64.53,71.2,53.47,66.87,56.27,47.27,64.47,70.87,67.4,68.2,62.27,70.07,61.47,67.93,65.27,68.0,71.13,54.73,67.93,57.6,58.87,59.53,56.47,68.73,58.47,60.93,57.67,82,77,63,80,82,59.0
460,VfB Stuttgart,2017-2018,74.69,79.38,6712500.0,22500.0,25.06,182.06,77.06,2019.5,1.5,70.13,59.33,64.2,69.53,59.27,70.67,59.33,52.47,67.53,70.73,56.93,68.33,58.13,52.33,62.2,71.07,70.27,69.93,69.33,72.47,68.33,72.2,71.07,72.87,69.73,61.73,70.27,59.73,60.93,63.33,58.13,70.0,55.07,61.13,56.87,79,80,70,77,79,48.0
461,VfB Stuttgart,2018-2019,77.06,80.5,9687500.0,30000.0,26.0,181.19,78.5,2020.88,1.56,67.73,60.2,68.4,70.8,61.67,71.0,64.33,55.27,65.2,74.87,55.6,69.27,62.87,53.53,68.8,74.07,68.07,67.53,69.6,74.13,67.93,70.47,69.87,71.07,71.87,62.53,69.53,60.8,60.87,65.2,56.47,71.8,60.13,62.27,60.73,74,79,70,80,80,48.0
462,VfB Stuttgart,2020-2021,72.38,78.06,5225000.0,17312.5,23.69,185.56,77.44,2022.69,1.06,71.8,55.47,63.33,69.07,60.8,69.2,59.33,53.4,65.07,69.87,47.07,68.07,55.2,47.2,62.6,71.0,71.07,72.27,70.2,69.2,64.6,64.27,67.87,71.07,69.87,54.0,65.4,58.8,56.87,62.07,51.87,66.47,59.8,62.27,58.0,75,71,75,73,78,26.0
463,VfB Stuttgart,2021-2022,73.94,79.06,7868750.0,22250.0,23.94,183.94,79.31,2023.38,1.38,73.67,58.8,64.8,72.33,56.0,66.87,60.4,57.73,60.27,71.13,51.27,72.33,57.33,49.67,63.33,73.33,73.07,74.07,74.2,70.07,69.73,66.4,66.4,70.4,66.67,55.0,63.2,53.4,62.73,65.0,54.73,67.2,55.6,57.13,53.87,76,74,72,73,81,43.0
464,VfL Bochum,2021-2022,71.44,73.88,2643750.0,16812.5,26.38,181.44,77.12,2022.94,1.0,77.87,58.4,62.13,68.53,53.4,67.47,62.47,54.6,58.27,67.6,52.73,67.53,58.87,46.2,58.6,69.53,77.33,78.2,71.6,67.8,72.2,69.07,67.27,71.0,68.6,58.33,60.2,50.33,61.27,59.2,50.6,63.0,54.27,54.27,49.27,73,71,72,72,76,52.0
465,VfL Wolfsburg,2017-2018,78.19,81.56,13125000.0,58750.0,25.31,185.06,77.94,2020.25,2.06,72.33,64.6,68.8,72.0,59.8,73.93,62.0,61.73,65.87,76.0,59.33,71.47,60.87,53.67,70.6,74.6,71.73,72.93,68.73,76.67,64.47,74.6,70.27,73.2,75.53,64.47,71.87,61.73,66.2,67.87,56.2,74.27,56.6,60.67,57.0,80,69,74,75,82,45.0
466,VfL Wolfsburg,2018-2019,77.38,80.94,11625000.0,41250.0,24.75,184.81,77.5,2021.38,1.69,72.93,63.6,66.07,71.87,57.07,72.8,57.33,61.13,65.93,73.87,58.53,71.0,58.87,56.2,65.8,74.27,71.8,73.73,69.93,74.33,65.33,73.8,69.33,74.13,73.4,62.27,69.67,57.0,65.0,66.0,56.67,73.47,57.53,55.33,51.33,83,77,77,81,83,45.0
467,VfL Wolfsburg,2019-2020,78.38,80.81,13250000.0,45375.0,25.88,184.75,78.44,2021.81,1.69,71.33,64.53,67.27,72.53,60.4,72.2,59.8,63.07,64.73,75.0,58.67,71.73,59.6,54.93,65.93,75.2,70.73,71.8,69.0,77.0,65.53,73.47,68.53,73.2,72.87,61.33,69.67,61.13,68.53,68.07,56.87,74.07,59.87,60.0,55.6,83,79,79,82,83,45.0
